bioID,year,stint_y,total_award_score,tmID,franchID,confID,rank,playoff,firstRound,semis,finals,won_team,lost_team,GP_x,homeW,homeL,awayW,awayL,confW,confL,W,L,coachID,stint_x,won_coach,lost_coach,post_wins,post_losses,GP_y,GS,PostGP,PostGS,weighted_score,post_weighted_score,playoffNextYear,prev_bioID,prev_stint_y,prev_total_award_score,prev_franchID,prev_confID,prev_rank,prev_firstRound,prev_semis,prev_finals,prev_won_team,prev_lost_team,prev_GP_x,prev_homeW,prev_homeL,prev_awayW,prev_awayL,prev_confW,prev_confL,prev_W,prev_L,prev_coachID,prev_stint_x,prev_won_coach,prev_lost_coach,prev_post_wins,prev_post_losses,prev_GP_y,prev_GS,prev_PostGP,prev_PostGS,prev_weighted_score,prev_post_weighted_score,prev_playoffNextYear
mooreje01w,10,0,0.0,IND,IND,EA,1,1,W,W,L,22,12,34,14,3,8,9,17,5,6.0,4.0,dunnli99wc,0,22,12,6,4,31,9,10,0,244.80000000000004,45.699999999999996,1.0,januabr01w,0.0,0.0,IND,EA,1.0,W,W,L,22.0,12.0,34.0,14.0,3.0,8.0,9.0,17.0,5.0,6.0,4.0,dunnli99wc,0.0,22.0,12.0,6.0,4.0,33.0,4.0,10.0,0.0,331.1,131.05,1.0
murphsh01w,10,0,0.0,IND,IND,EA,1,1,W,W,L,22,12,34,14,3,8,9,17,5,6.0,4.0,dunnli99wc,0,22,12,6,4,24,0,4,0,119.60000000000001,3.3,1.0,mooreje01w,0.0,0.0,IND,EA,1.0,W,W,L,22.0,12.0,34.0,14.0,3.0,8.0,9.0,17.0,5.0,6.0,4.0,dunnli99wc,0.0,22.0,12.0,6.0,4.0,31.0,9.0,10.0,0.0,244.80000000000004,45.699999999999996,1.0
suttota01w,10,0,0.0,IND,IND,EA,1,1,W,W,L,22,12,34,14,3,8,9,17,5,6.0,4.0,dunnli99wc,0,22,12,6,4,27,25,10,10,355.1499999999999,164.10000000000002,1.0,murphsh01w,0.0,0.0,IND,EA,1.0,W,W,L,22.0,12.0,34.0,14.0,3.0,8.0,9.0,17.0,5.0,6.0,4.0,dunnli99wc,0.0,22.0,12.0,6.0,4.0,24.0,0.0,4.0,0.0,119.60000000000001,3.3,1.0
whiteer01w,10,0,0.0,IND,IND,EA,1,1,W,W,L,22,12,34,14,3,8,9,17,5,6.0,4.0,dunnli99wc,0,22,12,6,4,2,0,0,0,7.499999999999999,0.0,1.0,suttota01w,0.0,0.0,IND,EA,1.0,W,W,L,22.0,12.0,34.0,14.0,3.0,8.0,9.0,17.0,5.0,6.0,4.0,dunnli99wc,0.0,22.0,12.0,6.0,4.0,27.0,25.0,10.0,10.0,355.1499999999999,164.10000000000002,1.0
whittkh01w,10,0,0.0,IND,IND,EA,1,1,W,W,L,22,12,34,14,3,8,9,17,5,6.0,4.0,dunnli99wc,0,22,12,6,4,3,0,0,0,13.45,0.0,1.0,whiteer01w,0.0,0.0,IND,EA,1.0,W,W,L,22.0,12.0,34.0,14.0,3.0,8.0,9.0,17.0,5.0,6.0,4.0,dunnli99wc,0.0,22.0,12.0,6.0,4.0,2.0,0.0,0.0,0.0,7.499999999999999,0.0,1.0
wirthch01w,10,0,0.0,IND,IND,EA,1,1,W,W,L,22,12,34,14,3,8,9,17,5,6.0,4.0,dunnli99wc,0,22,12,6,4,21,0,5,0,48.05000000000001,10.100000000000003,0.0,whittkh01w,0.0,0.0,IND,EA,1.0,W,W,L,22.0,12.0,34.0,14.0,3.0,8.0,9.0,17.0,5.0,6.0,4.0,dunnli99wc,0.0,22.0,12.0,6.0,4.0,3.0,0.0,0.0,0.0,13.45,0.0,1.0
dixonta01w,2,0,0.0,LAS,LAS,WE,1,1,W,W,W,28,4,32,16,0,12,4,19,2,6.0,1.0,coopemi01w,0,28,4,6,1,29,29,7,7,435.0,117.25,1.0,byearla01w,0.0,0.0,LAS,WE,1.0,W,W,W,28.0,4.0,32.0,16.0,0.0,12.0,4.0,19.0,2.0,6.0,1.0,coopemi01w,0.0,28.0,4.0,6.0,1.0,32.0,13.0,7.0,0.0,381.85,57.05,1.0
figgsuk01w,2,0,0.0,LAS,LAS,WE,1,1,W,W,W,28,4,32,16,0,12,4,19,2,6.0,1.0,coopemi01w,0,28,4,6,1,32,29,7,7,419.95,106.05000000000003,1.0,dixonta01w,0.0,0.0,LAS,WE,1.0,W,W,W,28.0,4.0,32.0,16.0,0.0,12.0,4.0,19.0,2.0,6.0,1.0,coopemi01w,0.0,28.0,4.0,6.0,1.0,29.0,29.0,7.0,7.0,435.0,117.25,1.0
grginve01w,2,0,0.0,LAS,LAS,WE,1,1,W,W,W,28,4,32,16,0,12,4,19,2,6.0,1.0,coopemi01w,0,28,4,6,1,24,7,4,0,100.64999999999998,4.450000000000001,1.0,figgsuk01w,0.0,0.0,LAS,WE,1.0,W,W,W,28.0,4.0,32.0,16.0,0.0,12.0,4.0,19.0,2.0,6.0,1.0,coopemi01w,0.0,28.0,4.0,6.0,1.0,32.0,29.0,7.0,7.0,419.95,106.05000000000003,1.0
leslili01w,2,0,25.0,LAS,LAS,WE,1,1,W,W,W,28,4,32,16,0,12,4,19,2,6.0,1.0,coopemi01w,0,28,4,6,1,31,31,7,7,693.95,182.50000000000003,1.0,grginve01w,0.0,0.0,LAS,WE,1.0,W,W,W,28.0,4.0,32.0,16.0,0.0,12.0,4.0,19.0,2.0,6.0,1.0,coopemi01w,0.0,28.0,4.0,6.0,1.0,24.0,7.0,4.0,0.0,100.64999999999998,4.450000000000001,1.0
levanni01w,2,0,0.0,LAS,LAS,WE,1,1,W,W,W,28,4,32,16,0,12,4,19,2,6.0,1.0,coopemi01w,0,28,4,6,1,13,0,3,0,32.45,1.45,1.0,leslili01w,0.0,25.0,LAS,WE,1.0,W,W,W,28.0,4.0,32.0,16.0,0.0,12.0,4.0,19.0,2.0,6.0,1.0,coopemi01w,0.0,28.0,4.0,6.0,1.0,31.0,31.0,7.0,7.0,693.95,182.50000000000003,1.0
mabikmw01w,2,0,0.0,LAS,LAS,WE,1,1,W,W,W,28,4,32,16,0,12,4,19,2,6.0,1.0,coopemi01w,0,28,4,6,1,28,24,7,7,440.95000000000005,110.4,1.0,levanni01w,0.0,0.0,LAS,WE,1.0,W,W,W,28.0,4.0,32.0,16.0,0.0,12.0,4.0,19.0,2.0,6.0,1.0,coopemi01w,0.0,28.0,4.0,6.0,1.0,13.0,0.0,3.0,0.0,32.45,1.45,1.0
mapprh01w,2,0,0.0,LAS,LAS,WE,1,1,W,W,W,28,4,32,16,0,12,4,19,2,6.0,1.0,coopemi01w,0,28,4,6,1,30,0,5,0,182.44999999999996,11.250000000000002,1.0,mabikmw01w,0.0,0.0,LAS,WE,1.0,W,W,W,28.0,4.0,32.0,16.0,0.0,12.0,4.0,19.0,2.0,6.0,1.0,coopemi01w,0.0,28.0,4.0,6.0,1.0,28.0,24.0,7.0,7.0,440.95000000000005,110.4,1.0
mccrini01w,2,0,0.0,LAS,LAS,WE,1,1,W,W,W,28,4,32,16,0,12,4,19,2,6.0,1.0,coopemi01w,0,28,4,6,1,28,0,7,0,127.35000000000001,14.650000000000002,1.0,mapprh01w,0.0,0.0,LAS,WE,1.0,W,W,W,28.0,4.0,32.0,16.0,0.0,12.0,4.0,19.0,2.0,6.0,1.0,coopemi01w,0.0,28.0,4.0,6.0,1.0,30.0,0.0,5.0,0.0,182.44999999999996,11.250000000000002,1.0
miltode01w,2,0,0.0,LAS,LAS,WE,1,1,W,W,W,28,4,32,16,0,12,4,19,2,6.0,1.0,coopemi01w,0,28,4,6,1,32,27,7,7,460.7500000000001,116.85000000000002,1.0,mccrini01w,0.0,0.0,LAS,WE,1.0,W,W,W,28.0,4.0,32.0,16.0,0.0,12.0,4.0,19.0,2.0,6.0,1.0,coopemi01w,0.0,28.0,4.0,6.0,1.0,28.0,0.0,7.0,0.0,127.35000000000001,14.650000000000002,1.0
williwe01w,2,0,0.0,LAS,LAS,WE,1,1,W,W,W,28,4,32,16,0,12,4,19,2,6.0,1.0,coopemi01w,0,28,4,6,1,13,0,4,0,23.7,2.4000000000000004,1.0,miltode01w,0.0,0.0,LAS,WE,1.0,W,W,W,28.0,4.0,32.0,16.0,0.0,12.0,4.0,19.0,2.0,6.0,1.0,coopemi01w,0.0,28.0,4.0,6.0,1.0,32.0,27.0,7.0,7.0,460.7500000000001,116.85000000000002,1.0
askamma01w,3,2,0.0,LAS,LAS,WE,1,1,W,W,W,25,7,32,12,4,13,3,17,4,6.0,0.0,coopemi01w,0,25,7,6,0,20,4,4,3,95.20000000000002,7.700000000000002,1.0,williwe01w,0.0,0.0,LAS,WE,1.0,W,W,W,28.0,4.0,32.0,16.0,0.0,12.0,4.0,19.0,2.0,6.0,1.0,coopemi01w,0.0,28.0,4.0,6.0,1.0,13.0,0.0,4.0,0.0,23.7,2.4000000000000004,1.0
byearla01w,3,0,0.0,LAS,LAS,WE,1,1,W,W,W,25,7,32,12,4,13,3,17,4,6.0,0.0,coopemi01w,0,25,7,6,0,26,5,6,2,249.15000000000006,59.349999999999994,1.0,askamma01w,2.0,0.0,LAS,WE,1.0,W,W,W,25.0,7.0,32.0,12.0,4.0,13.0,3.0,17.0,4.0,6.0,0.0,coopemi01w,0.0,25.0,7.0,6.0,0.0,20.0,4.0,4.0,3.0,95.20000000000002,7.700000000000002,1.0
desouer01w,3,0,0.0,LAS,LAS,WE,1,1,W,W,W,25,7,32,12,4,13,3,17,4,6.0,0.0,coopemi01w,0,25,7,6,0,11,0,1,0,20.4,3.25,1.0,byearla01w,0.0,0.0,LAS,WE,1.0,W,W,W,25.0,7.0,32.0,12.0,4.0,13.0,3.0,17.0,4.0,6.0,0.0,coopemi01w,0.0,25.0,7.0,6.0,0.0,26.0,5.0,6.0,2.0,249.15000000000006,59.349999999999994,1.0
dixonta01w,3,0,0.0,LAS,LAS,WE,1,1,W,W,W,25,7,32,12,4,13,3,17,4,6.0,0.0,coopemi01w,0,25,7,6,0,30,30,5,4,435.0,74.29999999999998,1.0,desouer01w,0.0,0.0,LAS,WE,1.0,W,W,W,25.0,7.0,32.0,12.0,4.0,13.0,3.0,17.0,4.0,6.0,0.0,coopemi01w,0.0,25.0,7.0,6.0,0.0,11.0,0.0,1.0,0.0,20.4,3.25,1.0
gaithka01w,3,1,0.0,LAS,LAS,WE,1,1,W,W,W,25,7,32,12,4,13,3,17,4,6.0,0.0,coopemi01w,0,25,7,6,0,1,0,0,0,1.45,0.0,1.0,dixonta01w,0.0,0.0,LAS,WE,1.0,W,W,W,25.0,7.0,32.0,12.0,4.0,13.0,3.0,17.0,4.0,6.0,0.0,coopemi01w,0.0,25.0,7.0,6.0,0.0,30.0,30.0,5.0,4.0,435.0,74.29999999999998,1.0
grginve01w,3,0,0.0,LAS,LAS,WE,1,1,W,W,W,25,7,32,12,4,13,3,17,4,6.0,0.0,coopemi01w,0,25,7,6,0,12,0,1,0,37.4,1.55,1.0,gaithka01w,1.0,0.0,LAS,WE,1.0,W,W,W,25.0,7.0,32.0,12.0,4.0,13.0,3.0,17.0,4.0,6.0,0.0,coopemi01w,0.0,25.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,1.45,0.0,1.0
hallvi01w,3,0,0.0,LAS,LAS,WE,1,1,W,W,W,25,7,32,12,4,13,3,17,4,6.0,0.0,coopemi01w,0,25,7,6,0,3,0,0,0,9.35,0.0,1.0,grginve01w,0.0,0.0,LAS,WE,1.0,W,W,W,25.0,7.0,32.0,12.0,4.0,13.0,3.0,17.0,4.0,6.0,0.0,coopemi01w,0.0,25.0,7.0,6.0,0.0,12.0,0.0,1.0,0.0,37.4,1.55,1.0
leslili01w,3,0,15.0,LAS,LAS,WE,1,1,W,W,W,25,7,32,12,4,13,3,17,4,6.0,0.0,coopemi01w,0,25,7,6,0,31,31,6,6,659.05,138.8,1.0,hallvi01w,0.0,0.0,LAS,WE,1.0,W,W,W,25.0,7.0,32.0,12.0,4.0,13.0,3.0,17.0,4.0,6.0,0.0,coopemi01w,0.0,25.0,7.0,6.0,0.0,3.0,0.0,0.0,0.0,9.35,0.0,1.0
mabikmw01w,3,0,0.0,LAS,LAS,WE,1,1,W,W,W,25,7,32,12,4,13,3,17,4,6.0,0.0,coopemi01w,0,25,7,6,0,32,32,6,6,632.8999999999999,118.49999999999997,1.0,leslili01w,0.0,15.0,LAS,WE,1.0,W,W,W,25.0,7.0,32.0,12.0,4.0,13.0,3.0,17.0,4.0,6.0,0.0,coopemi01w,0.0,25.0,7.0,6.0,0.0,31.0,31.0,6.0,6.0,659.05,138.8,1.0
mccrini01w,3,0,0.0,LAS,LAS,WE,1,1,W,W,W,25,7,32,12,4,13,3,17,4,6.0,0.0,coopemi01w,0,25,7,6,0,32,0,5,0,123.80000000000003,10.549999999999999,1.0,mabikmw01w,0.0,0.0,LAS,WE,1.0,W,W,W,25.0,7.0,32.0,12.0,4.0,13.0,3.0,17.0,4.0,6.0,0.0,coopemi01w,0.0,25.0,7.0,6.0,0.0,32.0,32.0,6.0,6.0,632.8999999999999,118.49999999999997,1.0
miltode01w,3,0,0.0,LAS,LAS,WE,1,1,W,W,W,25,7,32,12,4,13,3,17,4,6.0,0.0,coopemi01w,0,25,7,6,0,32,25,6,3,490.45,107.15000000000003,1.0,mccrini01w,0.0,0.0,LAS,WE,1.0,W,W,W,25.0,7.0,32.0,12.0,4.0,13.0,3.0,17.0,4.0,6.0,0.0,coopemi01w,0.0,25.0,7.0,6.0,0.0,32.0,0.0,5.0,0.0,123.80000000000003,10.549999999999999,1.0
teaslni01w,3,0,0.0,LAS,LAS,WE,1,1,W,W,W,25,7,32,12,4,13,3,17,4,6.0,0.0,coopemi01w,0,25,7,6,0,32,32,6,6,367.85,84.35000000000001,1.0,miltode01w,0.0,0.0,LAS,WE,1.0,W,W,W,25.0,7.0,32.0,12.0,4.0,13.0,3.0,17.0,4.0,6.0,0.0,coopemi01w,0.0,25.0,7.0,6.0,0.0,32.0,25.0,6.0,3.0,490.45,107.15000000000003,1.0
witheso01w,3,0,0.0,LAS,LAS,WE,1,1,W,W,W,25,7,32,12,4,13,3,17,4,6.0,0.0,coopemi01w,0,25,7,6,0,31,1,6,0,197.4,22.899999999999995,1.0,teaslni01w,0.0,0.0,LAS,WE,1.0,W,W,W,25.0,7.0,32.0,12.0,4.0,13.0,3.0,17.0,4.0,6.0,0.0,coopemi01w,0.0,25.0,7.0,6.0,0.0,32.0,32.0,6.0,6.0,367.85,84.35000000000001,1.0
byearla01w,4,0,0.0,LAS,LAS,WE,1,1,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,5,0,0,0,39.150000000000006,0.0,1.0,witheso01w,0.0,0.0,LAS,WE,1.0,W,W,W,25.0,7.0,32.0,12.0,4.0,13.0,3.0,17.0,4.0,6.0,0.0,coopemi01w,0.0,25.0,7.0,6.0,0.0,31.0,1.0,6.0,0.0,197.4,22.899999999999995,1.0
dixonta01w,4,0,0.0,LAS,LAS,WE,1,1,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,30,30,9,9,516.3,149.49999999999997,1.0,byearla01w,0.0,0.0,LAS,WE,1.0,W,W,L,24.0,10.0,34.0,11.0,6.0,13.0,4.0,17.0,7.0,5.0,4.0,coopemi01w,0.0,24.0,10.0,5.0,4.0,5.0,0.0,0.0,0.0,39.150000000000006,0.0,1.0
gilloje01w,4,0,0.0,LAS,LAS,WE,1,1,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,33,10,6,0,172.2,5.95,1.0,dixonta01w,0.0,0.0,LAS,WE,1.0,W,W,L,24.0,10.0,34.0,11.0,6.0,13.0,4.0,17.0,7.0,5.0,4.0,coopemi01w,0.0,24.0,10.0,5.0,4.0,30.0,30.0,9.0,9.0,516.3,149.49999999999997,1.0
johnsch01w,4,0,0.0,LAS,LAS,WE,1,1,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,8,0,0,0,16.049999999999997,0.0,1.0,gilloje01w,0.0,0.0,LAS,WE,1.0,W,W,L,24.0,10.0,34.0,11.0,6.0,13.0,4.0,17.0,7.0,5.0,4.0,coopemi01w,0.0,24.0,10.0,5.0,4.0,33.0,10.0,6.0,0.0,172.2,5.95,1.0
leslili01w,4,0,0.0,LAS,LAS,WE,1,1,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,23,23,9,9,508.70000000000005,211.75000000000003,1.0,johnsch01w,0.0,0.0,LAS,WE,1.0,W,W,L,24.0,10.0,34.0,11.0,6.0,13.0,4.0,17.0,7.0,5.0,4.0,coopemi01w,0.0,24.0,10.0,5.0,4.0,8.0,0.0,0.0,0.0,16.049999999999997,0.0,1.0
mabikmw01w,4,0,0.0,LAS,LAS,WE,1,1,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,32,30,9,9,550.6999999999999,167.95000000000002,1.0,leslili01w,0.0,0.0,LAS,WE,1.0,W,W,L,24.0,10.0,34.0,11.0,6.0,13.0,4.0,17.0,7.0,5.0,4.0,coopemi01w,0.0,24.0,10.0,5.0,4.0,23.0,23.0,9.0,9.0,508.70000000000005,211.75000000000003,1.0
mapprh01w,4,0,0.0,LAS,LAS,WE,1,1,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,24,4,0,0,108.75000000000003,0.0,1.0,mabikmw01w,0.0,0.0,LAS,WE,1.0,W,W,L,24.0,10.0,34.0,11.0,6.0,13.0,4.0,17.0,7.0,5.0,4.0,coopemi01w,0.0,24.0,10.0,5.0,4.0,32.0,30.0,9.0,9.0,550.6999999999999,167.95000000000002,1.0
mccrini01w,4,0,0.0,LAS,LAS,WE,1,1,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,33,1,7,0,117.9,19.749999999999996,1.0,mapprh01w,0.0,0.0,LAS,WE,1.0,W,W,L,24.0,10.0,34.0,11.0,6.0,13.0,4.0,17.0,7.0,5.0,4.0,coopemi01w,0.0,24.0,10.0,5.0,4.0,24.0,4.0,0.0,0.0,108.75000000000003,0.0,1.0
miltode01w,4,0,0.0,LAS,LAS,WE,1,1,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,31,30,9,9,568.05,176.70000000000002,1.0,mccrini01w,0.0,0.0,LAS,WE,1.0,W,W,L,24.0,10.0,34.0,11.0,6.0,13.0,4.0,17.0,7.0,5.0,4.0,coopemi01w,0.0,24.0,10.0,5.0,4.0,33.0,1.0,7.0,0.0,117.9,19.749999999999996,1.0
moweje01w,4,0,0.0,LAS,LAS,WE,1,1,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,1,0,0,0,4.8999999999999995,0.0,1.0,miltode01w,0.0,0.0,LAS,WE,1.0,W,W,L,24.0,10.0,34.0,11.0,6.0,13.0,4.0,17.0,7.0,5.0,4.0,coopemi01w,0.0,24.0,10.0,5.0,4.0,31.0,30.0,9.0,9.0,568.05,176.70000000000002,1.0
nygaava01w,4,0,0.0,LAS,LAS,WE,1,1,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,11,3,5,0,67.69999999999999,11.35,1.0,moweje01w,0.0,0.0,LAS,WE,1.0,W,W,L,24.0,10.0,34.0,11.0,6.0,13.0,4.0,17.0,7.0,5.0,4.0,coopemi01w,0.0,24.0,10.0,5.0,4.0,1.0,0.0,0.0,0.0,4.8999999999999995,0.0,1.0
pridely01w,4,2,0.0,LAS,LAS,WE,1,1,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,4,0,6,0,8.0,13.599999999999998,1.0,nygaava01w,0.0,0.0,LAS,WE,1.0,W,W,L,24.0,10.0,34.0,11.0,6.0,13.0,4.0,17.0,7.0,5.0,4.0,coopemi01w,0.0,24.0,10.0,5.0,4.0,11.0,3.0,5.0,0.0,67.69999999999999,11.35,1.0
teaslni01w,4,0,7.0,LAS,LAS,WE,1,1,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,34,34,9,9,597.5500000000002,138.25,1.0,pridely01w,2.0,0.0,LAS,WE,1.0,W,W,L,24.0,10.0,34.0,11.0,6.0,13.0,4.0,17.0,7.0,5.0,4.0,coopemi01w,0.0,24.0,10.0,5.0,4.0,4.0,0.0,6.0,0.0,8.0,13.599999999999998,1.0
willish01w,4,0,0.0,LAS,LAS,WE,1,1,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,25,3,4,0,92.80000000000003,2.8000000000000003,1.0,teaslni01w,0.0,7.0,LAS,WE,1.0,W,W,L,24.0,10.0,34.0,11.0,6.0,13.0,4.0,17.0,7.0,5.0,4.0,coopemi01w,0.0,24.0,10.0,5.0,4.0,34.0,34.0,9.0,9.0,597.5500000000002,138.25,1.0
witheso01w,4,0,0.0,LAS,LAS,WE,1,1,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,23,2,5,0,93.95000000000002,7.050000000000002,1.0,willish01w,0.0,0.0,LAS,WE,1.0,W,W,L,24.0,10.0,34.0,11.0,6.0,13.0,4.0,17.0,7.0,5.0,4.0,coopemi01w,0.0,24.0,10.0,5.0,4.0,25.0,3.0,4.0,0.0,92.80000000000003,2.8000000000000003,1.0
cokermo01w,5,0,0.0,LAS,LAS,WE,1,1,L,,,25,9,34,15,2,10,7,16,6,1.0,2.0,coopemi01w,1,14,6,0,0,3,0,0,0,5.35,0.0,1.0,witheso01w,0.0,0.0,LAS,WE,1.0,W,W,L,24.0,10.0,34.0,11.0,6.0,13.0,4.0,17.0,7.0,5.0,4.0,coopemi01w,0.0,24.0,10.0,5.0,4.0,23.0,2.0,5.0,0.0,93.95000000000002,7.050000000000002,1.0
ferrama01w,1,0,0.0,NYL,NYL,EA,1,1,W,W,L,20,12,32,12,4,8,8,14,7,4.0,3.0,adubari99w,0,20,12,4,3,23,4,3,0,66.95,7.850000000000001,1.0,bibbyje01w,0.0,0.0,NYL,EA,1.0,W,W,L,20.0,12.0,32.0,12.0,4.0,8.0,8.0,14.0,7.0,4.0,3.0,adubari99w,0.0,20.0,12.0,4.0,3.0,17.0,0.0,3.0,0.0,30.349999999999998,3.6000000000000005,1.0
firsool01w,1,0,0.0,NYL,NYL,EA,1,1,W,W,L,20,12,32,12,4,8,8,14,7,4.0,3.0,adubari99w,0,20,12,4,3,9,0,3,0,13.350000000000003,4.75,1.0,ferrama01w,0.0,0.0,NYL,EA,1.0,W,W,L,20.0,12.0,32.0,12.0,4.0,8.0,8.0,14.0,7.0,4.0,3.0,adubari99w,0.0,20.0,12.0,4.0,3.0,23.0,4.0,3.0,0.0,66.95,7.850000000000001,1.0
francde01w,1,0,0.0,NYL,NYL,EA,1,1,W,W,L,20,12,32,12,4,8,8,14,7,4.0,3.0,adubari99w,0,20,12,4,3,1,0,2,0,0.45,1.3,1.0,firsool01w,0.0,0.0,NYL,EA,1.0,W,W,L,20.0,12.0,32.0,12.0,4.0,8.0,8.0,14.0,7.0,4.0,3.0,adubari99w,0.0,20.0,12.0,4.0,3.0,9.0,0.0,3.0,0.0,13.350000000000003,4.75,1.0
hammobe01w,1,0,0.0,NYL,NYL,EA,1,1,W,W,L,20,12,32,12,4,8,8,14,7,4.0,3.0,adubari99w,0,20,12,4,3,32,16,7,7,426.25,89.90000000000002,1.0,francde01w,0.0,0.0,NYL,EA,1.0,W,W,L,20.0,12.0,32.0,12.0,4.0,8.0,8.0,14.0,7.0,4.0,3.0,adubari99w,0.0,20.0,12.0,4.0,3.0,1.0,0.0,2.0,0.0,0.45,1.3,1.0
johnsvi01w,1,0,0.0,NYL,NYL,EA,1,1,W,W,L,20,12,32,12,4,8,8,14,7,4.0,3.0,adubari99w,0,20,12,4,3,31,31,7,7,491.84999999999997,108.50000000000001,1.0,hammobe01w,0.0,0.0,NYL,EA,1.0,W,W,L,20.0,12.0,32.0,12.0,4.0,8.0,8.0,14.0,7.0,4.0,3.0,adubari99w,0.0,20.0,12.0,4.0,3.0,32.0,16.0,7.0,7.0,426.25,89.90000000000002,1.0
lacyve01w,1,0,0.0,NYL,NYL,EA,1,1,W,W,L,20,12,32,12,4,8,8,14,7,4.0,3.0,adubari99w,0,20,12,4,3,2,2,0,0,8.200000000000001,0.0,1.0,johnsvi01w,0.0,0.0,NYL,EA,1.0,W,W,L,20.0,12.0,32.0,12.0,4.0,8.0,8.0,14.0,7.0,4.0,3.0,adubari99w,0.0,20.0,12.0,4.0,3.0,31.0,31.0,7.0,7.0,491.84999999999997,108.50000000000001,1.0
mahonsh01w,1,0,0.0,NYL,NYL,EA,1,1,W,W,L,20,12,32,12,4,8,8,14,7,4.0,3.0,adubari99w,0,20,12,4,3,15,3,0,0,58.49999999999999,0.0,1.0,lacyve01w,0.0,0.0,NYL,EA,1.0,W,W,L,20.0,12.0,32.0,12.0,4.0,8.0,8.0,14.0,7.0,4.0,3.0,adubari99w,0.0,20.0,12.0,4.0,3.0,2.0,2.0,0.0,0.0,8.200000000000001,0.0,1.0
phillta01w,1,0,5.0,NYL,NYL,EA,1,1,W,W,L,20,12,32,12,4,8,8,14,7,4.0,3.0,adubari99w,0,20,12,4,3,31,30,7,7,526.0500000000002,128.45000000000002,1.0,mahonsh01w,0.0,0.0,NYL,EA,1.0,W,W,L,20.0,12.0,32.0,12.0,4.0,8.0,8.0,14.0,7.0,4.0,3.0,adubari99w,0.0,20.0,12.0,4.0,3.0,15.0,3.0,0.0,0.0,58.49999999999999,0.0,1.0
robincr01w,1,0,0.0,NYL,NYL,EA,1,1,W,W,L,20,12,32,12,4,8,8,14,7,4.0,3.0,adubari99w,0,20,12,4,3,27,14,7,0,338.3500000000001,67.45,1.0,phillta01w,0.0,5.0,NYL,EA,1.0,W,W,L,20.0,12.0,32.0,12.0,4.0,8.0,8.0,14.0,7.0,4.0,3.0,adubari99w,0.0,20.0,12.0,4.0,3.0,31.0,30.0,7.0,7.0,526.0500000000002,128.45000000000002,1.0
weathte01w,1,0,0.0,NYL,NYL,EA,1,1,W,W,L,20,12,32,12,4,8,8,14,7,4.0,3.0,adubari99w,0,20,12,4,3,32,32,7,7,427.6000000000001,87.8,1.0,robincr01w,0.0,0.0,NYL,EA,1.0,W,W,L,20.0,12.0,32.0,12.0,4.0,8.0,8.0,14.0,7.0,4.0,3.0,adubari99w,0.0,20.0,12.0,4.0,3.0,27.0,14.0,7.0,0.0,338.3500000000001,67.45,1.0
whitmta01w,1,0,0.0,NYL,NYL,EA,1,1,W,W,L,20,12,32,12,4,8,8,14,7,4.0,3.0,adubari99w,0,20,12,4,3,32,16,7,7,341.15,98.25,1.0,weathte01w,0.0,0.0,NYL,EA,1.0,W,W,L,20.0,12.0,32.0,12.0,4.0,8.0,8.0,14.0,7.0,4.0,3.0,adubari99w,0.0,20.0,12.0,4.0,3.0,32.0,32.0,7.0,7.0,427.6000000000001,87.8,1.0
wickssu01w,1,0,0.0,NYL,NYL,EA,1,1,W,W,L,20,12,32,12,4,8,8,14,7,4.0,3.0,adubari99w,0,20,12,4,3,32,12,7,0,288.79999999999995,52.99999999999999,1.0,whitmta01w,0.0,0.0,NYL,EA,1.0,W,W,L,20.0,12.0,32.0,12.0,4.0,8.0,8.0,14.0,7.0,4.0,3.0,adubari99w,0.0,20.0,12.0,4.0,3.0,32.0,16.0,7.0,7.0,341.15,98.25,1.0
